Departamento;Categoria;Subcategoria;Segmento;Subsegmento;Qtd_Codigos_Barras
Beleza E Cuidados;Estetica Cabelo;Acessorio Cabelo;Prendedor Cabelo;Clips Cabelo;1
Beleza E Cuidados;Estetica Cabelo;Acessorio Cabelo;Prendedor Cabelo;Elastico Cabelo;44
Beleza E Cuidados;Estetica Cabelo;Acessorio Cabelo;Prendedor Cabelo;Faixa Cabelo;4
Beleza E Cuidados;Estetica Cabelo;Acessorio Cabelo;Prendedor Cabelo;Grampo Cabelo;9
Beleza E Cuidados;Estetica Cabelo;Acessorio Cabelo;Prendedor Cabelo;Prendedores;17
Beleza E Cuidados;Estetica Cabelo;Acessorio Cabelo;Prendedor Cabelo;Tiara;2
Beleza E Cuidados;Estetica Cabelo;Eletroportateis Cabelo;Cortador Cabelo;Aparador De Pelos;3
Beleza E Cuidados;Estetica Cabelo;Eletroportateis Cabelo;Modelador Cabelo;Modelador De Cabelo;3
Beleza E Cuidados;Estetica Cabelo;Modelador De Cabelo;Gel Cabelo;Gel Fixador Cabelo;58
Beleza E Cuidados;Estetica Cabelo;Modelador De Cabelo;Mousse Cabelo;Cera Modeladora;4
Beleza E Cuidados;Estetica Cabelo;Modelador De Cabelo;Mousse Cabelo;Mousse Cabelo;2
Beleza E Cuidados;Estetica Cabelo;Modelador De Cabelo;Mousse Cabelo;Pomada Cabelo;27
Beleza E Cuidados;Estetica Cabelo;Modelador De Cabelo;Spray Cabelo;Spray Com Brilho;5
Beleza E Cuidados;Estetica Cabelo;Modelador De Cabelo;Spray Cabelo;Spray Fixador;15
Beleza E Cuidados;Manicure;Acessorios Manicure;Instrumentos Manicure;Alicate Cuticula;47
Beleza E Cuidados;Manicure;Acessorios Manicure;Instrumentos Manicure;Aparador De Cuticula;1
Beleza E Cuidados;Manicure;Acessorios Manicure;Instrumentos Manicure;Cortador Unha;16
Beleza E Cuidados;Manicure;Acessorios Manicure;Instrumentos Manicure;Empurrador Cuticula;6
Beleza E Cuidados;Manicure;Acessorios Manicure;Instrumentos Manicure;Escova Unha;2
Beleza E Cuidados;Manicure;Acessorios Manicure;Instrumentos Manicure;Espatula;4
Beleza E Cuidados;Manicure;Acessorios Manicure;Instrumentos Manicure;Kit Manicure;10
Beleza E Cuidados;Manicure;Acessorios Manicure;Instrumentos Manicure;Luva Manicure;3
Beleza E Cuidados;Manicure;Acessorios Manicure;Instrumentos Manicure;Palito Unha;6
Beleza E Cuidados;Manicure;Acessorios Manicure;Instrumentos Manicure;Pincel De Unha;1
Beleza E Cuidados;Manicure;Acessorios Manicure;Instrumentos Manicure;Polidor Unhas;37
Beleza E Cuidados;Manicure;Acessorios Manicure;Instrumentos Manicure;Suporte Lixas;3
Beleza E Cuidados;Manicure;Acessorios Manicure;Instrumentos Manicure;Tesoura Unha;20
Beleza E Cuidados;Manicure;Acessorios Manicure;Ornamento Unhas;Cola Para Unhas;3
Beleza E Cuidados;Manicure;Acessorios Manicure;Ornamento Unhas;Unha Postica;39
Beleza E Cuidados;Manicure;Cuidados Unhas;Cuidado Cuticulas;Amolecedor Cuticulas;9
Beleza E Cuidados;Manicure;Cuidados Unhas;Cuidado Cuticulas;Cuidado Bifinho;1
Beleza E Cuidados;Manicure;Cuidados Unhas;Cuidado Cuticulas;Oleo Banana;8
Beleza E Cuidados;Manicure;Cuidados Unhas;Finalizacao Unhas;Secante Unhas;6
Beleza E Cuidados;Manicure;Cuidados Unhas;Removedor Esmalte;Acetona;10
Beleza E Cuidados;Manicure;Cuidados Unhas;Removedor Esmalte;Lenco Removedor Esmalte;1
Beleza E Cuidados;Manicure;Cuidados Unhas;Removedor Esmalte;Removedores;5
Beleza E Cuidados;Manicure;Esmalte E Base;Base Esmalte;Base Esmalte;2
Beleza E Cuidados;Manicure;Esmalte E Base;Esmaltes;Esmalte Cremoso;439
Beleza E Cuidados;Manicure;Esmalte E Base;Esmaltes;Esmalte Cremoso Vegano;9
Beleza E Cuidados;Manicure;Esmalte E Base;Esmaltes;Esmalte Metalizado;5
Beleza E Cuidados;Manicure;Esmalte E Base;Esmaltes;Esmalte Spray;1
Beleza E Cuidados;Maquiagem;Acessorio Maquiagem;Aplicadores Maquiagem;Pincel Maquiagem;82
Beleza E Cuidados;Maquiagem;Acessorio Maquiagem;Cilios;Aplicador Cilios;2
Beleza E Cuidados;Maquiagem;Acessorio Maquiagem;Cilios;Cilio Autoadesivo;33
Beleza E Cuidados;Maquiagem;Acessorio Maquiagem;Cilios;Cilios Postiço;5
Beleza E Cuidados;Maquiagem;Acessorio Maquiagem;Cilios;Cola Cilios;10
Beleza E Cuidados;Maquiagem;Acessorio Maquiagem;Cilios;Mascara Cilios;26
Beleza E Cuidados;Maquiagem;Acessorio Maquiagem;Esponja Maquiagem;Esponja Maquiagem;47
Beleza E Cuidados;Maquiagem;Acessorio Maquiagem;Fixadores Maquiagem;Fixador Maquiagem;4
Beleza E Cuidados;Maquiagem;Acessorio Maquiagem;Instrumentos Maquiagem;Anel De Henna;2
Beleza E Cuidados;Maquiagem;Acessorio Maquiagem;Instrumentos Maquiagem;Maleta Maquiagem;1
Beleza E Cuidados;Maquiagem;Acessorio Maquiagem;Instrumentos Maquiagem;Massageador Facial;2
Beleza E Cuidados;Maquiagem;Acessorio Maquiagem;Instrumentos Maquiagem;Paleta Maquiagem;16
Beleza E Cuidados;Maquiagem;Acessorio Maquiagem;Instrumentos Maquiagem;Paquimetro Della E Delle 15cm;1
Beleza E Cuidados;Maquiagem;Acessorio Maquiagem;Instrumentos Maquiagem;Paquimetro Della E Delle 8cm;1
Beleza E Cuidados;Maquiagem;Acessorio Maquiagem;Instrumentos Maquiagem;Pinca Maquiagem;3
Beleza E Cuidados;Maquiagem;Acessorio Maquiagem;Instrumentos Maquiagem;Pincel Maquiagem;1
Beleza E Cuidados;Maquiagem;Maquiagem Facial;Base;Base Cremosa;91
Beleza E Cuidados;Maquiagem;Maquiagem Facial;Base;Base Liquida;73
Beleza E Cuidados;Maquiagem;Maquiagem Facial;Blush;Blush;34
Beleza E Cuidados;Maquiagem;Maquiagem Facial;Corretivo Facial;Cera De Sobrancelhas;1
Beleza E Cuidados;Maquiagem;Maquiagem Facial;Corretivo Facial;Corretivo Cremoso;16
Beleza E Cuidados;Maquiagem;Maquiagem Facial;Corretivo Facial;Corretivo Liquido;14
Beleza E Cuidados;Maquiagem;Maquiagem Facial;Corretivo Facial;Delineador Sobrancelhas;15
Beleza E Cuidados;Maquiagem;Maquiagem Facial;Corretivo Facial;Modelador De Cilios;1
Beleza E Cuidados;Maquiagem;Maquiagem Facial;Iluminador;Iluminador Bastao;3
Beleza E Cuidados;Maquiagem;Maquiagem Facial;Mascara Facial;Mascara Facial;40
Beleza E Cuidados;Maquiagem;Maquiagem Facial;Po Compacto;Gitter Brilho;9
Beleza E Cuidados;Maquiagem;Maquiagem Facial;Po Compacto;Po Compacto;86
Beleza E Cuidados;Maquiagem;Maquiagem Facial;Po Compacto;Po Compacto Iluminador;7
Beleza E Cuidados;Maquiagem;Maquiagem Facial;Removedor Maquiagem;Algodao Disco;7
Beleza E Cuidados;Maquiagem;Maquiagem Facial;Removedor Maquiagem;Hates Flexivel;1
Beleza E Cuidados;Maquiagem;Maquiagem Facial;Removedor Maquiagem;Lenco Removedor Maquiagem;13
Beleza E Cuidados;Maquiagem;Maquiagem Labial;Batom;Batom;103
Beleza E Cuidados;Maquiagem;Maquiagem Labial;Batom;Batom Caneta;4
Beleza E Cuidados;Maquiagem;Maquiagem Labial;Batom;Batom Lapis;5
Beleza E Cuidados;Maquiagem;Maquiagem Labial;Batom;Batom Liq;42
Beleza E Cuidados;Maquiagem;Maquiagem Labial;Batom;Kit;3
Beleza E Cuidados;Maquiagem;Maquiagem Labial;Batom;Lapis Labial;5
Beleza E Cuidados;Maquiagem;Maquiagem Labial;Batom;Lip Tint Gel.;5
Beleza E Cuidados;Maquiagem;Maquiagem Labial;Brilho Labial;Brilho Gloss;43
Beleza E Cuidados;Maquiagem;Maquiagem Labial;Brilho Labial;Brilho Labial;2
Beleza E Cuidados;Maquiagem;Maquiagem Labial;Brilho Labial;Gliter;6
Beleza E Cuidados;Maquiagem;Maquiagem Labial;Brilho Labial;Protetor / Hidratante Labial;29
Beleza E Cuidados;Maquiagem;Maquiagem Labial;Lapis Labial;Lapis Labial;10
Beleza E Cuidados;Maquiagem;Maquiagem Labial;Lapis Labial;Pincel Labial;1
Beleza E Cuidados;Maquiagem;Maquiagem Olhos;Delineadores;Delineador;33
Beleza E Cuidados;Maquiagem;Maquiagem Olhos;Delineadores;Delineador Adesivo;8
Beleza E Cuidados;Maquiagem;Maquiagem Olhos;Delineadores;Henna Sobrancelha;2
Beleza E Cuidados;Maquiagem;Maquiagem Olhos;Lapis Olhos;Apontador Lapis;5
Beleza E Cuidados;Maquiagem;Maquiagem Olhos;Lapis Olhos;Lapis Olhos;36
Beleza E Cuidados;Maquiagem;Maquiagem Olhos;Sombra;Sombra;48
Beleza E Cuidados;Maquiagem;Maquiagem Olhos;Sombra;Sombra Liq;10
Beleza E Cuidados;Ornamentos E Acessorios;Ornamentos Femininos;Brincos E Pingentes;Brinco;30
Beleza E Cuidados;Ornamentos E Acessorios;Ornamentos Femininos;Brincos E Pingentes;Protetor Para Brincos;1
Beleza E Cuidados;Ornamentos E Acessorios;Vestuario;Meias;Meia 18/21;1
Beleza E Cuidados;Ornamentos E Acessorios;Vestuario;Meias;Meia 3/4;17
Beleza E Cuidados;Ornamentos E Acessorios;Vestuario;Meias;Meia Calca Compressao;20
Beleza E Cuidados;Ornamentos E Acessorios;Vestuario;Meias;Meia Calca Gestante;5
Beleza E Cuidados;Ornamentos E Acessorios;Vestuario;Meias;Meia Sapatilha;3
Beleza E Cuidados;Ornamentos E Acessorios;Vestuario;Meias;Meia Soquete;3
Beleza E Cuidados;Ornamentos E Acessorios;Vestuario;Modeladores;Modelador Seios;13
Beleza E Cuidados;Protecao Solar;Bronzeador;Bronzeador Fps15;Bronzeador Fps15 Creme;1
Beleza E Cuidados;Protecao Solar;Bronzeador;Bronzeador Fps2;Bronzeador Fps2 Locao;1
Beleza E Cuidados;Protecao Solar;Bronzeador;Bronzeador Fps30;Bronzeador Fps30 Spray Gel;1
Beleza E Cuidados;Protecao Solar;Bronzeador;Bronzeador Fps5;Bronzeador Fps5 Creme;1
Beleza E Cuidados;Protecao Solar;Bronzeador;Bronzeador Fps6;Bronzeador Fps6 Creme;1
Beleza E Cuidados;Protecao Solar;Bronzeador;Bronzeador Fps6;Bronzeador Fps6 Locao;17
Beleza E Cuidados;Protecao Solar;Bronzeador;Bronzeador Fps8;Bronzeador Fps8 Creme;2
Beleza E Cuidados;Protecao Solar;Locao Pos Sol;Locao Pos Sol;Pos Sol Gel;2
Beleza E Cuidados;Protecao Solar;Locao Pos Sol;Locao Pos Sol;Pos Sol Locao;5
Beleza E Cuidados;Protecao Solar;Protecao Solar Corpo;Prot Sol Corpo Fps15;Prot Sol Corpo Fps15 Creme;2
Beleza E Cuidados;Protecao Solar;Protecao Solar Corpo;Prot Sol Corpo Fps30;Prot Sol Corpo Fps30 Creme;1
Beleza E Cuidados;Protecao Solar;Protecao Solar Corpo;Prot Sol Corpo Fps30;Prot Sol Corpo Fps30 Locao;24
Beleza E Cuidados;Protecao Solar;Protecao Solar Corpo;Prot Sol Corpo Fps30;Prot Sol Corpo Fps30 Spray;3
Beleza E Cuidados;Protecao Solar;Protecao Solar Corpo;Prot Sol Corpo Fps4;Prot Sol Corpo Fps4 Locao;1
Beleza E Cuidados;Protecao Solar;Protecao Solar Corpo;Prot Sol Corpo Fps40;Prot Sol Corpo Fps40 Creme;1
Beleza E Cuidados;Protecao Solar;Protecao Solar Corpo;Prot Sol Corpo Fps50;Prot Sol Corpo Fps50 Aero;1
Beleza E Cuidados;Protecao Solar;Protecao Solar Corpo;Prot Sol Corpo Fps50;Prot Sol Corpo Fps50 Locao;14
Beleza E Cuidados;Protecao Solar;Protecao Solar Corpo;Prot Sol Corpo Fps50;Prot Sol Corpo Fps50 Spray;1
Beleza E Cuidados;Protecao Solar;Protecao Solar Corpo;Prot Sol Corpo Fps60;Prot Sol Corpo Fps60 Creme;2
Beleza E Cuidados;Protecao Solar;Protecao Solar Corpo;Prot Sol Corpo Fps60;Prot Sol Corpo Fps60 Locao;16
Beleza E Cuidados;Protecao Solar;Protecao Solar Corpo;Prot Sol Corpo Fps70;Prot Sol Corpo Fps70 Creme;1
Beleza E Cuidados;Protecao Solar;Protecao Solar Corpo;Prot Sol Corpo Fps70;Prot Sol Corpo Fps70 Locao;7
Beleza E Cuidados;Protecao Solar;Protecao Solar Corpo;Prot Sol Corpo Fps75;Prot Sol Corpo Fps75 Locao;5
Beleza E Cuidados;Protecao Solar;Protecao Solar Facial;Prot Sol Facil Fps30;Prot Sol Facil Fps30 Creme;6
Beleza E Cuidados;Protecao Solar;Protecao Solar Facial;Prot Sol Facil Fps30;Prot Sol Facil Fps30 Locao;9
Beleza E Cuidados;Protecao Solar;Protecao Solar Facial;Prot Sol Facil Fps5;Prot Sol Facil Fps5 Locao;1
Beleza E Cuidados;Protecao Solar;Protecao Solar Facial;Prot Sol Facil Fps50;Prot Sol Facil Fps50 Creme;17
Beleza E Cuidados;Protecao Solar;Protecao Solar Facial;Prot Sol Facil Fps50;Prot Sol Facil Fps50 Locao;3
Beleza E Cuidados;Protecao Solar;Protecao Solar Facial;Prot Sol Facil Fps60;Prot Sol Facil Fps60 Creme;1
Beleza E Cuidados;Protecao Solar;Protecao Solar Facial;Prot Sol Facil Fps60;Prot Sol Facil Fps60 Locao;8
Beleza E Cuidados;Protecao Solar;Protecao Solar Facial;Prot Sol Facil Fps70;Prot Sol Facil Fps70 Creme;4
Beleza E Cuidados;Protecao Solar;Protecao Solar Kids;Prot Sol Kids Fps30;Prot Sol Kids Fps30 Locao;1
Beleza E Cuidados;Protecao Solar;Protecao Solar Kids;Prot Sol Kids Fps50;Prot Sol Kids Fps50 Creme;2
Beleza E Cuidados;Protecao Solar;Protecao Solar Kids;Prot Sol Kids Fps50;Prot Sol Kids Fps50 Locao;3
Beleza E Cuidados;Protecao Solar;Protecao Solar Kids;Prot Sol Kids Fps60;Prot Sol Kids Fps60 Locao;3
Beleza E Cuidados;Protecao Solar;Protecao Solar Kids;Prot Sol Kids Fps60;Prot Sol Kids Fps60 Spray;1
Beleza E Cuidados;Protecao Solar;Protecao Solar Kids;Prot Sol Kids Fps70;Prot Sol Kids Fps70 Locao;2
Beleza E Cuidados;Protecao Solar;Protecao Solar Labial;Protetor Solar Labial;Protetor Solar Labial;13
Beleza E Cuidados;Repelente;Repelente Adulto;Repelente Adulto;Repelente Adulto Aero;6
Beleza E Cuidados;Repelente;Repelente Adulto;Repelente Adulto;Repelente Adulto Gel;1
Beleza E Cuidados;Repelente;Repelente Adulto;Repelente Adulto;Repelente Adulto Locao;10
Beleza E Cuidados;Repelente;Repelente Adulto;Repelente Adulto;Repelente Adulto Spray;16
Beleza E Cuidados;Repelente;Repelente Kids;Repelente Kids;Lenço Umedecido Repelente;1
Beleza E Cuidados;Repelente;Repelente Kids;Repelente Kids;Repelente Kids Gel;6
Beleza E Cuidados;Repelente;Repelente Kids;Repelente Kids;Repelente Kids Locao;11
Beleza E Cuidados;Repelente;Repelente Kids;Repelente Kids;Repelente Kids Spray;5
Beleza E Cuidados;Tintura Cabelos;Acessorio Coloracao;Aplicadores De Tinta;Pincel Tintura;2
Beleza E Cuidados;Tintura Cabelos;Acessorio Coloracao;Aplicadores De Tinta;Touca Termica P/ Tint;1
Beleza E Cuidados;Tintura Cabelos;Acessorio Coloracao;Protetores;Protetor Para Tintura;2
Beleza E Cuidados;Tintura Cabelos;Coloracao;Coloracao Permanente;Coloracao Permanente;335
Beleza E Cuidados;Tintura Cabelos;Coloracao;Coloracao Permanente;Coloracao Permanente Kit;38
Beleza E Cuidados;Tintura Cabelos;Coloracao;Coloracao Sem Amonia;Coloracao Sem Amonia;27
Beleza E Cuidados;Tintura Cabelos;Coloracao;Coloracao Semi Permanente;Coloracao Semi Permanente;22
Beleza E Cuidados;Tintura Cabelos;Descolorantes;Agua Oxigenada;Agua Oxigena 40vol;1
Beleza E Cuidados;Tintura Cabelos;Descolorantes;Agua Oxigenada;Agua Oxigenada 10vol;11
Beleza E Cuidados;Tintura Cabelos;Descolorantes;Agua Oxigenada;Agua Oxigenada 20vol;14
Beleza E Cuidados;Tintura Cabelos;Descolorantes;Agua Oxigenada;Agua Oxigenada 30vol;25
Beleza E Cuidados;Tintura Cabelos;Descolorantes;Agua Oxigenada;Agua Oxigenada 40vol;7
Beleza E Cuidados;Tintura Cabelos;Descolorantes;Agua Oxigenada;Agua Oxigenada 70vol;2
Beleza E Cuidados;Tintura Cabelos;Descolorantes;Amonia;Amonia;1
Beleza E Cuidados;Tintura Cabelos;Descolorantes;Descolorantes;Descolorante Locao;1
Beleza E Cuidados;Tintura Cabelos;Descolorantes;Descolorantes;Descolorante Po;56
Beleza E Cuidados;Tintura Cabelos;Tonalizante;Retoque Tintura;Retoque Tintura Aerosol;6
Beleza E Cuidados;Tintura Cabelos;Tonalizante;Retoque Tintura;Retoque Tintura Locao;4
Beleza E Cuidados;Tintura Cabelos;Tonalizante;Tonalizante Alisante;Alisante Tonalizante;37
Beleza E Cuidados;Tintura Cabelos;Tonalizante;Tonalizante Alisante;Kit Tonalizante;2
Cuidados Saude;Cuidado Acamados;Cuidado Pele Acamados;Prevencao Escaras;Hidratante Acamados;7
Cuidados Saude;Cuidado Acamados;Cuidado Pele Acamados;Prevencao Escaras;Protecao Pele Acamados;3
Cuidados Saude;Cuidado Acamados;Cuidado Pele Acamados;Tratamento Escaras;Cicatrizantes;7
Cuidados Saude;Cuidado Acamados;Cuidado Pele Acamados;Tratamento Escaras;Tratamento Assaduras;2
Cuidados Saude;Cuidado Acamados;Higiene Acamados;Limpeza Pele Acamados;Toalha Umedecida;7
Cuidados Saude;Higiene E Protecao;Antisseptico Maos;Antisseptico Maos Bolsa;Antisseptico Maos Gel;15
Cuidados Saude;Higiene E Protecao;Antisseptico Maos;Antisseptico Maos Bolsa;Antisseptico Maos Spray;6
Cuidados Saude;Higiene E Protecao;Antisseptico Maos;Antisseptico Maos Mesa;Antisseptico Maos Gel;10
Cuidados Saude;Higiene E Protecao;Antisseptico Maos;Antisseptico Maos Mesa;Antisseptico Maos Spray;1
Cuidados Saude;Higiene E Protecao;Luvas Descartaveis;Luvas Latex;Luvas Latex G;2
Cuidados Saude;Higiene E Protecao;Luvas Descartaveis;Luvas Latex;Luvas Latex M;4
Cuidados Saude;Higiene E Protecao;Luvas Descartaveis;Luvas Latex;Luvas Latex P;3
Cuidados Saude;Higiene E Protecao;Luvas Descartaveis;Luvas Latex;Luvas Latex Pp;1
Cuidados Saude;Higiene E Protecao;Luvas Descartaveis;Luvas Nitrilica;Luvas Nitrilica G;2
Cuidados Saude;Higiene E Protecao;Luvas Descartaveis;Luvas Nitrilica;Luvas Nitrilica M;2
Cuidados Saude;Higiene E Protecao;Luvas Descartaveis;Luvas Vinil;Luvas Vinil P;2
Cuidados Saude;Higiene E Protecao;Mascara Protecao;Mascara Descartavel;Mascara Descartavel;12
Cuidados Saude;Higiene E Protecao;Mascara Protecao;Mascara Reutilizavel;Mascara Face Shield;1
Cuidados Saude;Higiene E Protecao;Mascara Protecao;Mascara Reutilizavel;Mascara Reutilizavel Adesiva;4
Cuidados Saude;Higiene E Protecao;Mascara Protecao;Mascara Reutilizavel;Mascara Reutilizavel Elastico;34
Cuidados Saude;Higiene E Protecao;Protecao Individual;Protetor Assento Sanitario;Protetor Assento Sanitario;2
Cuidados Saude;Incontinencia Adulta;Incontinencia Leve;Absorvente Adulto;Absorvente Inco Leve;15
Cuidados Saude;Incontinencia Adulta;Incontinencia Leve;Absorvente Adulto;Absorvente Inco Moderada;3
Cuidados Saude;Incontinencia Adulta;Incontinencia Leve;Fralda Incontinencia Leve;Fralda Incontinencia Leve;4
Cuidados Saude;Incontinencia Adulta;Incontinencia Leve;Roupa Incontinencia;Roupa Incontinencia;38
Cuidados Saude;Incontinencia Adulta;Incontinencia Severa;Fralda Incontinencia Severa;Fralda Inco Severa Normal;57
Cuidados Saude;Incontinencia Adulta;Incontinencia Severa;Fralda Incontinencia Severa;Fralda Inco Severa Noturna;5
Cuidados Saude;Incontinencia Adulta;Incontinencia Severa;Roupa Incontinencia;Roupa Incontinencia;8
Cuidados Saude;Mobilidade Reduzida;Muletas E Bengalas;Bengalas;Bengala Dobravel;2
Cuidados Saude;Mobilidade Reduzida;Muletas E Bengalas;Muletas;Muleta Canadense;8
Cuidados Saude;Mobilidade Reduzida;Ortopedia E Acessorios;Acessorios Ortopedia;Colete Elastico;1
Cuidados Saude;Mobilidade Reduzida;Ortopedia E Acessorios;Acessorios Ortopedia;Terapia Frio Calor;10
Cuidados Saude;Mobilidade Reduzida;Ortopedia E Acessorios;Orteses Membros Inferiores;Bota Imobilizadora;4
Cuidados Saude;Mobilidade Reduzida;Ortopedia E Acessorios;Orteses Membros Inferiores;Joelheira;21
Cuidados Saude;Mobilidade Reduzida;Ortopedia E Acessorios;Orteses Membros Inferiores;Tornozeleira;3
Cuidados Saude;Mobilidade Reduzida;Ortopedia E Acessorios;Orteses Membros Superiores;Imobilizador Pulso;6
Cuidados Saude;Mobilidade Reduzida;Ortopedia E Acessorios;Orteses Membros Superiores;Munhequeira;10
Cuidados Saude;Mobilidade Reduzida;Ortopedia E Acessorios;Orteses Membros Superiores;Tipoia;17
Cuidados Saude;Mobilidade Reduzida;Ortopedia E Acessorios;Orteses Tronco;Colar Cervical;1
Cuidados Saude;Mobilidade Reduzida;Ortopedia E Acessorios;Orteses Tronco;Corretor Postural;5
Cuidados Saude;Mobilidade Reduzida;Ortopedia E Acessorios;Palmilha E Calcanheira;Calcanheira;5
Cuidados Saude;Mobilidade Reduzida;Ortopedia E Acessorios;Palmilha E Calcanheira;Palmilha;2
Cuidados Saude;Mobilidade Reduzida;Ortopedia E Acessorios;Palmilha E Calcanheira;Removedor De Calo;1
Cuidados Saude;Monitoramento Saude;Balancas;Balancas;Balanca Digital;3
Cuidados Saude;Monitoramento Saude;Cuidado Respiratorio;Acessorios Respiracao;Dilatador Nasal;5
Cuidados Saude;Monitoramento Saude;Cuidado Respiratorio;Acessorios Respiracao;Espacador;2
Cuidados Saude;Monitoramento Saude;Cuidado Respiratorio;Fisioterapia Respiratoria;Exercitador Respiratorio;1
Cuidados Saude;Monitoramento Saude;Cuidado Respiratorio;Inaladore E Nebulizador;Acessorio Inalacao;7
Cuidados Saude;Monitoramento Saude;Cuidado Respiratorio;Inaladore E Nebulizador;Inalador;20
Cuidados Saude;Monitoramento Saude;Cuidado Respiratorio;Umidificadores;Difusor De Aromas;2
Cuidados Saude;Monitoramento Saude;Cuidado Respiratorio;Umidificadores;Umidificador Comum;11
Cuidados Saude;Monitoramento Saude;Monitoramento Glicemico;Aplicacao Insulina;Agulha Para Caneta;2
Cuidados Saude;Monitoramento Saude;Monitoramento Glicemico;Aplicacao Insulina;Caneta Insulina;1
Cuidados Saude;Monitoramento Saude;Monitoramento Glicemico;Medicao Glicemia;Aparelho Medidor Glicemia;4
Cuidados Saude;Monitoramento Saude;Monitoramento Glicemico;Medicao Glicemia;Kit Medidor Glicemia;10
Cuidados Saude;Monitoramento Saude;Monitoramento Glicemico;Medicao Glicemia;Lanceta;11
Cuidados Saude;Monitoramento Saude;Monitoramento Glicemico;Medicao Glicemia;Tira Teste Glicemico;13
Cuidados Saude;Monitoramento Saude;Oximetro E Termometro;Oximetro;Oximetro;6
Cuidados Saude;Monitoramento Saude;Oximetro E Termometro;Termometros;Termometro Digital;20
Cuidados Saude;Monitoramento Saude;Oximetro E Termometro;Termometros;Termometro Infravermelho;3
Cuidados Saude;Monitoramento Saude;Testes;Auto Testes;Teste Gravidez;13
Cuidados Saude;Monitoramento Saude;Testes;Auto Testes;Teste Hiv;1
Cuidados Saude;Monitoramento Saude;Testes;Auto Testes;Teste Ovulacao;1
Cuidados Saude;Nutricao Adulto;Suplemento Adulto;Complemento Alimentar Adulto;Complemento Alimentar Adulto Po;10
Cuidados Saude;Nutricao Adulto;Suplemento Adulto;Complemento Alimentar Adulto;Complemento Para Diabeticos;5
Cuidados Saude;Nutricao Adulto;Suplemento Adulto;Complemento Alimentar Dietetico;Complemento Alimentar Dietetico Liquido;4
Cuidados Saude;Nutricao Adulto;Suplemento Adulto;Complemento Alimentar Dietetico;Complemento Alimentar Dietetico Po;4
Cuidados Saude;Nutricao Adulto;Suplemento Adulto;Complemento Alimentar Proteico;Complemento Alimentar Proteico Liquido;7
Cuidados Saude;Nutricao Adulto;Suplemento Adulto;Complemento Alimentar Proteico;Complemento Alimentar Proteico Po;19
Cuidados Saude;Nutricao Adulto;Suplemento Adulto;Complemento Alimentar Senior;Complemento Alimentar Senior Liquido;9
Cuidados Saude;Nutricao Adulto;Suplemento Adulto;Complemento Alimentar Senior;Complemento Alimentar Senior Po;25
Cuidados Saude;Nutricao Adulto;Suplemento Adulto;Suplemento Alimentar Senior;Suplemento Alimentar Senior Cp;2
Cuidados Saude;Nutricao Adulto;Suplemento Adulto;Suplemento Alimentar Senior;Suplemento Alimentar Senior Cp/Sabores;1
Cuidados Saude;Nutricao Adulto;Suplemento Adulto;Suplemento Alimentar Senior;Suplemento Alimentar Senior Po;2
Cuidados Saude;Primeiros Socorros;Acessorios Sos;Acessorios Farmacinha;Porta Comprimidos;3
Cuidados Saude;Primeiros Socorros;Acessorios Sos;Acessorios Para Exames;Coletor Universal;7
Cuidados Saude;Primeiros Socorros;Acessorios Sos;Protetor Individual;Protetor Auditivo;1
Cuidados Saude;Primeiros Socorros;Acessorios Sos;Protetor Individual;Protetor Ocular;9
Cuidados Saude;Primeiros Socorros;Assepsia E Tratamento;Assepsia Tratamento;Agua Boricada;3
Cuidados Saude;Primeiros Socorros;Assepsia E Tratamento;Assepsia Tratamento;Alcool;2
Cuidados Saude;Primeiros Socorros;Assepsia E Tratamento;Assepsia Tratamento;Solucao Fisiologica;8
